Ticker,Acurácia Dir %,MAPE %,Acertos,Erros,Dias Teste,Dias Treino,Classe
INTC,49.2,202.77,123,127,250,805,🔴 Fraco
ARKG,49.2,167.21,123,127,250,805,🔴 Fraco
NKE,49.2,351.42,123,127,250,805,🔴 Fraco
EPRT,49.2,216.72,123,127,250,805,🔴 Fraco
THC,49.2,302.63,123,127,250,805,🔴 Fraco
VST,49.2,313.83,123,127,250,805,🔴 Fraco
LC,49.2,314.58,123,127,250,805,🔴 Fraco
AVGO,49.2,261.84,123,127,250,805,🔴 Fraco
SYF,49.2,216.65,123,127,250,805,🔴 Fraco
RVLV,49.2,206.09,123,127,250,805,🔴 Fraco
IAC,49.2,177.45,123,127,250,805,🔴 Fraco
JBLU,49.2,136.47,123,127,250,805,🔴 Fraco
H,49.2,275.09,123,127,250,805,🔴 Fraco
AAL,49.2,128.62,123,127,250,805,🔴 Fraco
GM,49.2,507.93,123,127,250,805,🔴 Fraco
AI,49.2,197.99,123,127,250,805,🔴 Fraco
NCLH,49.2,194.34,123,127,250,805,🔴 Fraco
UCG.MI,49.0,378.23,123,128,251,820,🔴 Fraco
NEOE3.SA,49.0,353.82,122,127,249,798,🔴 Fraco
PRIO3.SA,49.0,316.29,122,127,249,798,🔴 Fraco
SEE,48.84,478.89,105,110,215,805,🔴 Fraco
PHIA.AS,48.82,209.19,124,130,254,827,🔴 Fraco
PYPL,48.8,327.78,122,128,250,805,🔴 Fraco
FANG,48.8,144.89,122,128,250,805,🔴 Fraco
EXR,48.8,147.46,122,128,250,805,🔴 Fraco
HPE,48.8,176.29,122,128,250,805,🔴 Fraco
CBOE,48.8,175.65,122,128,250,805,🔴 Fraco
CRWD,48.8,413.8,122,128,250,805,🔴 Fraco
HALO,48.8,357.92,122,128,250,805,🔴 Fraco
SRPT,48.8,370.19,122,128,250,805,🔴 Fraco
TGT,48.8,190.58,122,128,250,805,🔴 Fraco
CWST,48.8,276.77,122,128,250,805,🔴 Fraco
YUM,48.8,172.55,122,128,250,805,🔴 Fraco
FOXA,48.8,189.24,122,128,250,805,🔴 Fraco
FIZZ,48.8,244.99,122,128,250,805,🔴 Fraco
ETSY,48.8,248.85,122,128,250,805,🔴 Fraco
SIG,48.8,162.73,122,128,250,805,🔴 Fraco
AMD,48.8,424.33,122,128,250,805,🔴 Fraco
SAP,48.8,727.44,122,128,250,805,🔴 Fraco
OGE,48.8,194.89,122,128,250,805,🔴 Fraco
URBN,48.8,313.44,122,128,250,805,🔴 Fraco
RMD,48.8,294.77,122,128,250,805,🔴 Fraco
NUE,48.8,225.98,122,128,250,805,🔴 Fraco
